Select,CRN,Subj,Section,CMP,Credits,Title,Days,Time,Cap,Act,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructors,Date,Location,Attributes
NR,82348,CSCI,303,B,C,3.000,INTRODUCTION TO DATA SCIENCE,TR,03:30pm-04:45pm,45,23,22,0,0,0,60,37,23,"Morgan Dallas Cox (P), Wendy Denise Fisher",08/22-12/16,AH 340,UG_Req
NR,81552,CSCI,303,OL,O,3.000,INTRODUCTION TO DATA SCIENCE,AAA,00:00zm-00:00zm,42,39,3,0,0,0,70,60,10,"Morgan Dallas Cox (P), Wendy Denise Fisher",08/22-10/17,ONLINE,UG_Req
NR,81464,CSCI,306,A,C,3.000,SOFTWARE ENGINEERING,TR,03:30pm-04:45pm,50,7,43,0,0,0,0,0,0,"Caleb Loyal Bartel (P), Mark Lewis Baldwin",08/22-12/16,MZ 026,UG_Req
NR,80109,CSCI,306,B,C,3.000,SOFTWARE ENGINEERING,TR,11:00am-12:15pm,60,53,7,0,0,0,0,0,0,Mark Lewis Baldwin (P),08/22-12/16,MZ 022,UG_Req
NR,82154,CSCI,306,C,C,3.000,SOFTWARE ENGINEERING,TR,12:30pm-01:45pm,58,57,1,0,0,0,0,0,0,"Kathleen Marie Kelly (P), Mark Lewis Baldwin",08/22-12/16,MZ 022,UG_Req
NR,80779,CSCI,306,D,C,3.000,SOFTWARE ENGINEERING,TR,02:00pm-03:15pm,50,47,3,0,0,0,0,0,0,Mark Lewis Baldwin (P),08/22-12/16,MZ 022,UG_Req
NR,80923,CSCI,341,A,C,3.000,COMPUTER ORGANIZATION,MWF,11:00am-11:50am,65,61,4,0,0,0,0,0,0,"Daniel Hammer (P), John K Bennett",08/22-12/16,AH 340,UG_Req
NR,80112,CSCI,341,B,C,3.000,COMPUTER ORGANIZATION,MWF,02:00pm-02:50pm,58,53,5,0,0,0,0,0,0,"Rion Gipson- Hansen (P), John K Bennett",08/22-12/16,MZ 335,UG_Req
NR,81863,CSCI,341,C,C,3.000,COMPUTER ORGANIZATION,TR,08:00am-09:15am,60,33,27,0,0,0,0,0,0,John K Bennett (P),08/22-12/16,MZ 108,UG_Req
NR,80664,CSCI,358,A,C,3.000,DISCRETE MATHEMATICS,TR,03:30pm-04:45pm,90,84,6,0,0,0,0,0,0,"Evan Marshall Lim (P), Terry Joe Bridgman",08/22-12/16,GC PET,UG_Req
NR,81280,CSCI,358,B,C,3.000,DISCRETE MATHEMATICS,MWF,01:00pm-01:50pm,100,97,3,0,0,0,0,0,0,Terry Joe Bridgman (P),08/22-12/16,GC PET,UG_Req
NR,81281,CSCI,370,A,C,4.500,ADVANCED,SOFTWARE ENGINEERING,TR09:30am-12:15,pm,115,103 12,0,0,0,0,0,0,"Kathleen Marie Kelly (P), Donna Marie Bodeau , Christopher Robert Painter- Wakefield",08/22-12/16,GC PET,UG_Req
NR,82156,CSCI,390,A,C,1.000,PROGRAMMING CHALLENGES II,R,03:30pm-04:20pm,40,12,28,0,0,0,0,0,0,"Wendy Denise Fisher (P), Lucas Henke, Jeffrey R Paone",08/22-12/16,AH 140,No_Special_Notes
NR,81721,CSCI,395,A,C,1.000,INDUSTRY EXPLORATION II,W,03:00pm-06:00pm,15,6,9,0,0,0,0,0,0,Wendy Denise Fisher (P),08/22-12/16,MC 314,No_Special_Notes
NR,82161,CSCI,398A A,C,1.000,SP TPS: BRIDGE SEMINAR COURSE,W,04:00,pm-04:50pm25,13,12,0,0,0,0,0,0,Wendy,Denise Fisher (P),08/22-12/16,MZ 326,No_Special_Notes
C,80113,CSCI,400,A,C,3.000,PRINCIPLES OF PROGRAMMING LANGUAGES,TR,02:00pm-03:15pm,72,78,-6,0,0,0,0,0,0,Ameliaann Blaisy Read (P),08/22-12/16,BE 108,UG_Req
C,81465,CSCI,400,B,C,3.000,PRINCIPLES OF PROGRAMMING LANGUAGES,TR,03:30pm-04:45pm,71,71,0,0,0,0,0,0,0,"Jonathan Sumner Van Evans (P), Ameliaann Blaisy Read",08/22-12/16,MZ 326,UG_Req
NR,80725,CSCI,403,A,C,3.000,DATA BASE MANAGEMENT,MWF,09:00am-09:50am,72,69,3,0,0,0,0,0,0,Ameliaann Blaisy Read (P),08/22-12/16,MZ 326,UG_Req
NR,81282,CSCI,403,B,C,3.000,DATA BASE MANAGEMENT,MWF,10:00am-10:50am,69,66,3,0,0,0,0,0,0,Ameliaann Blaisy Read (P),08/22-12/16,AH 330,UG_Req
C,80221,CSCI,406,A,C,3.000,ALGORITHMS,MWF,12:00pm-12:50pm,170,174 -4,0,0,0,0,0,0,Dinesh,Prakash Mehta (P),08/22-12/16,GC MET,UG_Req
NR,80806,CSCI,423,A,C,3.000,COMPUTER SIMULATION,TR,12:30pm-01:45pm,47,41,6,0,0,0,0,0,0,Keith E Hellman (P),08/22-12/16,MZ 108,No_Special_Notes
NR,81535,CSCI,436,A,C,3.000,HUMAN-ROBOT INTERACTION,MW,02:00pm-02:50pm,20,18,2,0,0,0,50,38,12,Thomas Emrys Williams (P),08/22-12/16,BB 125,No_Special_Notes
NR,81837,CSCI,436,LA,C,0.000,HUMAN-ROBOT INTERACTION,F,01:00pm-02:59pm,10,9,1,0,0,0,25,20,5,Thomas Emrys Williams (P),08/22-12/16,BB 125/BB136,No_Special_Notes
NR,81838,CSCI,436,LB,C,0.000,HUMAN-ROBOT INTERACTION,F,03:01pm-04:59pm,10,9,1,0,0,0,25,18,7,Thomas Emrys Williams (P),08/22-12/16,BB 136/BB125,No_Special_Notes
NR,80937,CSCI,437,A,C,3.000,INTRODUCTION TO COMPUTER VISION,MWF,09:00am-09:50am,60,57,3,0,0,0,76,66,10,"Thomas Emrys Williams (P), Ruchen Wen",08/22-12/16,CK 130,UG_Req
NR,80758,CSCI,441,A,C,3.000,COMPUTER GRAPHICS,MWF,01:00pm-01:50pm,60,46,14,0,0,0,0,0,0,Jeffrey R Paone (P),08/22-12/16,AH 340/MZ022,No_Special_Notes
C,81466,CSCI,442,A,C,3.000,OPERATING SYSTEMS,TR,11:00am-12:15pm,73,77,-4,0,0,0,0,0,0,Dong Chen (P),08/22-12/16,MZ 326,UG_Req
NR,80114,CSCI,442,B,C,3.000,OPERATING SYSTEMS,TR,12:30pm-01:45pm,73,72,1,0,0,0,0,0,0,Dong Chen (P),08/22-12/16,MZ 326,UG_Req
C,81283,CSCI,445,A,O,3.000,WEB PROGRAMMING,AAA,00:00zm-00:00zm,40,40,0,0,0,0,0,0,0,Cynthia A Rader (P),08/22-12/16,ONLINE,No_Special_Notes
NR,82345,CSCI,445,B,O,3.000,WEB PROGRAMMING,AAA,00:00zm-00:00zm,40,38,2,0,0,0,0,0,0,"Eric Lawrence Dattore (P), Cynthia A Rader",08/22-12/16,ONLINE,No_Special_Notes
C,80924,CSCI,470,A,C,3.000,INTRODUCTION TO MACHINE LEARNING,TR,11:00am-12:15pm,56,56,0,0,0,0,72,72,0,"Tolga Can (P), Zibo Wang",08/22-12/16,CO 219,UG_Req
NR,81232,CSCI,470,B,C,3.000,INTRODUCTION TO MACHINE LEARNING,TR,02:00pm-03:15pm,60,58,2,0,0,0,72,68,4,Zibo Wang (P),08/22-12/16,CO 219,UG_Req
NR,82321,CSCI,470,C,C,3.000,INTRODUCTION TO MACHINE LEARNING,TR,12:30pm-01:45pm,50,25,25,0,0,0,60,32,28,"Zhennan Shi (P), Zibo Wang",08/22-12/16,MZ 126,UG_Req
C,81651,CSCI,470,OL,O,3.000,INTRODUCTION TO MACHINE LEARNING,AAA,00:00zm-00:00zm,45,45,0,0,0,0,60,58,2,Zibo Wang (P),10/19-12/14,ONLINE,UG_Req
NR,80726,CSCI,471,A,C,3.000,COMPUTER NETWORKS I,TR,07:00pm-08:15pm,110,90,20,0,0,0,0,0,0,Phillip Richardson Romig (P),08/22-12/16,GC PET,UG_Req
NR,80807,CSCI,475,A,C,3.000,INFORMATION SECURITY AND PRIVACY,MW,10:00am-10:50am,110,107 ,3,0,0,0,0,0,0,Phillip Richardson Romig (P),08/22-12/16,GC PET,UG_Req
C,82130,CSCI,475,LA,C,0.000,INFORMATION SECURITY AND PRIVACY,F,12:00pm-12:50pm,60,60,0,0,0,0,0,0,0,Phillip Richardson Romig (P),08/22-12/16,MZ 022,UG_Req
NR,82131,CSCI,475,LB,C,0.000,INFORMATION SECURITY AND PRIVACY,F,01:00pm-01:50pm,60,47,13,0,0,0,0,0,0,Phillip Richardson Romig (P),08/22-12/16,MZ 026,UG_Req
NR,81785,CSCI,478,A,C,3.000,INTRODUCTION TO BIOINFORMATICS,TR,08:00am-09:15am,34,30,4,0,0,0,72,69,3,Tolga Can (P) ,08/22-12/16,MZ 226,No_Special_Notes
