Semester Admitted,Department,Major,id,Taken,Class,Type,Taken_Semester,Taken_Year,Admitted_Semester,Admitted_Year,Taken_Num,Admitted_Num
Fall 2023,Civil & Environmental Enginrng,Environmental Engineering,6090,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Electrical Engineering,Electrical Engineering,6095,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Electrical Engineering,Electrical Engineering,6105,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6113,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6120,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6132,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Chemical & Biological Engineer,Chemical Engineering,6136,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Geophysics,Geophysical Engineering,6144,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,6152,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6159,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Physics,Engineering Physics,6164,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Interdisciplinary Program,Quantitative Biosci & Eng,6176,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Civil & Environmental Enginrng,Civil Engineering,6184,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Physics,Engineering Physics,6190,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Eng - Biomechanics,6198,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Electrical Engineering,Electrical Engineering,6219,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Metallurgical & Materials Eng,Metallurgical & Materials Eng,6223,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,6236,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Civil & Environmental Enginrng,Civil Engineering,6245,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6280,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Civil & Environmental Enginrng,Environmental Engineering,6292,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Eng - Biomechanics,6295,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,6297,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6303,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6304,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6319,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Physics,Engineering Physics,6332,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Chemical & Biological Engineer,CHE-Biological Enginrng Spclty,6338,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Eng - Automotive,6340,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6353,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Civil & Environmental Enginrng,Environmental Engineering,6382,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Computer Eng Spclty,6392,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6409,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6422,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Metallurgical & Materials Eng,Metallurgical & Materials Eng,6443,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Chemical & Biological Engineer,Chemical Engineering,6447,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Civil & Environmental Enginrng,Environmental Engineering,6470,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6476,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6480,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,6489,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Economics and Business,Business Eng & Mngmt Sci,6499,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Physics,Engineering Physics,6500,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,6534,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Chemical & Biological Engineer,CHE-Biological Enginrng Spclty,6557,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6563,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,6586,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Interdisciplinary Program,Quantitative Biosci & Eng,6588,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Applied Math & Statistics,Computational & Applied Math,6624,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6627,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6629,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Computer Eng Spclty,6630,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6631,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6633,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6637,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mech Eng - Nuclear Energy,6638,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6639,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6643,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Data Science Spclty,6646,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Robotics Intel Sys Spclty,6647,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Space Spclty,6651,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6652,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Data Science Spclty,6653,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Eng - Aerospace,6654,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Space Spclty,6656,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Physics,Engineering Physics,6657,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6661,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Electrical Engineering,Electrical Engineering,6662,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Electrical Engineering,Electrical Engineering,6663,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6666,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6670,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Chemistry,Chemistry,6672,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6673,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Data Science Spclty,6674,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6678,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6680,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Eng - Automotive,6683,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Space Spclty,6684,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Electrical Engineering,Electrical Engineering,6686,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6691,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6693,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6694,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Data Science Spclty,6695,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Business Spclty,6699,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Electrical Engineering,Electrical Engineering,6702,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Data Science Spclty,6703,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Computer Eng Spclty,6704,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Civil & Environmental Enginrng,Civil Engineering,6706,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6708,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Physics,Engineering Physics,6713,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6716,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6722,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6723,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6726,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Chemical & Biological Engineer,Chemical Engineering,6728,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6742,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6746,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Electrical Engineering,Electrical Engineering,6749,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6750,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Data Science Spclty,6751,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6752,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Computer Eng Spclty,6753,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Robotics Intel Sys Spclty,6754,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Computer Eng Spclty,6755,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Electrical Engineering,Electrical Engineering,6756,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6757,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6758,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Electrical Engineering,Electrical Engineering,6759,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Robotics Intel Sys Spclty,6760,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6761,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Computer Eng Spclty,6762,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Electrical Engineering,Electrical Engineering,6764,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6766,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6767,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6768,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Robotics Intel Sys Spclty,6769,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Mechanical Engineering,Mechanical Engineering,6771,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Data Science Spclty,6774,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6777,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6779,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Data Science Spclty,6781,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6785,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,Computer Science,6786,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Fall 2023,Computer Science,CS-Data Science Spclty,6788,Fall 2023,CSCI101,Tran,Fall,2023,Fall,2023,8095,8095
Spring 2018,Physics,Space Resources,6811,Fall 2019,CSCI101,Tran,Fall,2019,Spring,2018,8079,8072
Spring 2018,Electrical Enginrg & Comp Sci,Electrical Engineering,6813,Spring 2018,CSCI101,Tran,Spring,2018,Spring,2018,8072,8072
Spring 2018,Electrical Engineering,Electrical Engineering,6816,Spring 2018,CSCI101,Tran,Spring,2018,Spring,2018,8072,8072
Spring 2018,Computer Science,Computer Science,6819,Spring 2018,CSCI101,Tran,Spring,2018,Spring,2018,8072,8072
Spring 2020,Civil & Environmental Enginrng,Environmental Engineering,6865,Spring 2020,CSCI101,Tran,Spring,2020,Spring,2020,8080,8080
Spring 2020,Civil & Environmental Enginrng,Civil Engineering,6868,Spring 2020,CSCI101,Tran,Spring,2020,Spring,2020,8080,8080
Spring 2022,Electrical Engineering,Electrical Engineering,6997,Spring 2022,CSCI101,Tran,Spring,2022,Spring,2022,8088,8088
Spring 2023,Mechanical Engineering,Mechanical Engineering,7080,Spring 2023,CSCI101,Tran,Spring,2023,Spring,2023,8092,8092
Spring 2023,Computer Science,CS-Data Science Spclty,7084,Spring 2023,CSCI101,Tran,Spring,2023,Spring,2023,8092,8092
Spring 2023,Applied Math & Statistics,Computational & Applied Math,7098,Spring 2023,CSCI101,Tran,Spring,2023,Spring,2023,8092,8092
Spring 2023,Computer Science,CS-Data Science Spclty,7110,Spring 2023,CSCI101,Tran,Spring,2023,Spring,2023,8092,8092
Summer 2020,Civil & Environmental Enginrng,Civil Engineering,7174,Fall 2020,CSCI101,Tran,Fall,2020,Summer,2020,8083,8081
Summer 2020,Mechanical Engineering,Mechanical Engineering,7181,Fall 2020,CSCI101,Tran,Fall,2020,Summer,2020,8083,8081
Summer 2020,Civil & Environmental Enginrng,Civil Engineering,7189,Fall 2020,CSCI101,Tran,Fall,2020,Summer,2020,8083,8081
Summer 2021,Mechanical Engineering,Mechanical Engineering,7211,Fall 2021,CSCI101,Tran,Fall,2021,Summer,2021,8087,8085
Summer 2021,Mechanical Engineering,Mechanical Engineering,7216,Fall 2021,CSCI101,Tran,Fall,2021,Summer,2021,8087,8085
Summer 2021,Mechanical Engineering,Mechanical Eng - Aerospace,7231,Fall 2021,CSCI101,Tran,Fall,2021,Summer,2021,8087,8085
Summer 2021,Electrical Engineering,Electrical Engineering,7249,Fall 2021,CSCI101,Tran,Fall,2021,Summer,2021,8087,8085
Summer 2021,Computer Science,Computer Science,7259,Fall 2021,CSCI101,Tran,Fall,2021,Summer,2021,8087,8085
Summer 2022,Non-Degree Program Undergrad,Non-degree Undergraduate,7289,Fall 2022,CSCI101,Tran,Fall,2022,Summer,2022,8091,8089
Summer 2022,Electrical Engineering,Electrical Engineering,7303,Fall 2022,CSCI101,Tran,Fall,2022,Summer,2022,8091,8089
Summer 2023,Non-Degree Program Undergrad,Non-degree Undergraduate,7320,Fall 2023,CSCI101,Tran,Fall,2023,Summer,2023,8095,8093
Summer 2023,Non-Degree Program Undergrad,Non-degree Undergraduate,7327,Fall 2023,CSCI101,Tran,Fall,2023,Summer,2023,8095,8093
Summer 2023,Computer Science,CS-Data Science Spclty,7334,Fall 2023,CSCI101,Tran,Fall,2023,Summer,2023,8095,8093
Summer 2023,Electrical Engineering,Electrical Engineering,7336,Fall 2023,CSCI101,Tran,Fall,2023,Summer,2023,8095,8093
Summer 2023,Economics and Business,Economics - Business,7339,Fall 2023,CSCI101,Tran,Fall,2023,Summer,2023,8095,8093
Summer 2023,Non-Degree Program Undergrad,Non-degree Undergraduate,7340,Fall 2023,CSCI101,Tran,Fall,2023,Summer,2023,8095,8093
Summer 2023,Non-Degree Program Undergrad,Non-degree Undergraduate,7345,Fall 2023,CSCI101,Tran,Fall,2023,Summer,2023,8095,8093
Summer Two 2018,Non-Degree Program Undergrad,Non-degree Undergraduate,7356,Fall 2018,CSCI101,Tran,Fall,2018,Summer Two,2018,8075,8074
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,2020,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2019,8095,8079
Fall 2018,Civil & Environmental Enginrng,Environmental Engineering,2776,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2018,8095,8075
Fall 2020,Metallurgical & Materials Eng,Ceramic Engineering,3280,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2020,8095,8083
Fall 2020,Civil & Environmental Enginrng,Civil Engineering,3369,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2020,8095,8083
Fall 2020,Civil & Environmental Enginrng,Civil Engineering,3416,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2020,8095,8083
Fall 2020,Chemical & Biological Engineer,Chemical Engineering,3455,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2020,8095,8083
Fall 2020,Metallurgical & Materials Eng,Ceramic Engineering,3519,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2020,8095,8083
Fall 2020,Metallurgical & Materials Eng,Ceramic Engineering,3525,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2020,8095,8083
Fall 2020,Civil & Environmental Enginrng,Civil Engineering,3532,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2020,8095,8083
Fall 2020,Interdisciplinary Program,Quantitative Biosci & Eng,3558,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2020,8095,8083
Fall 2020,Interdisciplinary Program,Quantitative Biosci & Eng,3586,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2020,8095,8083
Fall 2020,Civil & Environmental Enginrng,Civil Engineering,3594,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2020,8095,8083
Fall 2020,Mechanical Engineering,Mechanical Engineering,3706,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2020,8095,8083
Fall 2020,Computer Science,Computer Science,3750,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2020,8095,8083
Fall 2021,Interdisciplinary Program,Quantitative Biosci & Eng,3809,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Civil & Environmental Enginrng,Environmental Engineering,3840,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Chemical & Biological Engineer,Chemical Engineering,3880,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Civil & Environmental Enginrng,Civil Engineering,3882,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Civil & Environmental Enginrng,Civil Engineering,3937,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Civil & Environmental Enginrng,Civil Engineering,3953,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Civil & Environmental Enginrng,Civil Engineering,3958,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Chemical & Biological Engineer,Quantitative Biosci & Eng,4055,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Geophysics,Geophysical Engineering,4059,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Civil & Environmental Enginrng,Environmental Engineering,4078,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Civil & Environmental Enginrng,Environmental Engineering,4105,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Civil & Environmental Enginrng,Civil Engineering,4148,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Civil & Environmental Enginrng,Civil Engineering,4219,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Mechanical Engineering,Mechanical Engineering,4240,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Civil & Environmental Enginrng,Civil Engineering,4241,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Petroleum,Petroleum Engineering,4314,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Chemical & Biological Engineer,Quantitative Biosci & Eng,4325,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Civil & Environmental Enginrng,Environmental Engineering,4341,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2021,Petroleum,Petroleum Engineering,4352,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2021,8095,8087
Fall 2022,Computer Science,Computer Science,4750,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Chemical & Biological Engineer,Chemical Engineering,4755,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Engineering Design & Society,EG-Robotics & Automatn Spclty,4760,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Civil & Environmental Enginrng,Environmental Engineering,4770,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Applied Math & Statistics,Computational & Applied Math,4778,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,4779,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Physics,Engineering Physics,4781,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,4783,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,4787,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,4789,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,4790,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Mechanical Engineering,Mechanical Eng - Materials,4791,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Mechanical Engineering,Mechanical Eng - Automotive,4792,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Mechanical Engineering,Mechanical Engineering,4803,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Mechanical Engineering,Mechanical Engineering,4805,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Mechanical Engineering,Mechanical Engineering,4807,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,4808,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Mechanical Engineering,Mechanical Engineering,4809,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Mechanical Engineering,Mechanical Eng - Automotive,4810,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Mechanical Engineering,Mechanical Engineering,4811,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Mechanical Engineering,Mechanical Engineering,4813,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,4816,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,4818,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,4826,Fall 2023,CSCI128,Pass,Fall,2023,Fall,2022,8095,8091
