Select,CRN,Subj,CrseNum,Section,CMP,Credits,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructors,Date,Location,Attributes,Year,Semester
NR,11321,CSCI,101,G,C,3.0,INTRODUCTION TO COMPUTER SCIENCE,MWF,04:00pm-04:50pm,65,58,7,0,0,0,0,0,0,"Clark Scholten (P), Robert Haven Thompson",01/11-05/13,CK 130,UG_Req,2022,Spring
NR,11322,CSCI,101,H,C,3.0,INTRODUCTION TO COMPUTER SCIENCE,MWF,04:00pm-04:50pm,65,64,1,0,0,0,0,0,0,"Rion Gipson- Hansen (P), Robert Haven Thompson",01/11-05/13,BB W250,UG_Req,2022,Spring
NR,12221,CSCI,101,I,C,3.0,INTRODUCTION TO COMPUTER SCIENCE,MWF,03:00pm-03:50pm,65,62,3,0,0,0,0,0,0,"Connor Allan Barnes (P), Robert Haven Thompson",01/11-05/13,MZ 326,UG_Req,2022,Spring
NR,11126,CSCI,102,A,C,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,TR,09:30am-10:45am,60,58,2,0,0,0,0,0,0,"Tanner Scott Lee (P), Christine Liebe",01/11-05/13,MZ 022,No_Special_Notes,2022,Spring
NR,11127,CSCI,102,B,C,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,TR,09:30am-10:45am,90,89,1,0,0,0,0,0,0,"Kyle Shay Thomas Moran (P), Christine Liebe",01/11-05/13,CK 130,No_Special_Notes,2022,Spring
C,11128,CSCI,102,C,C,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,TR,11:00am-12:15pm,95,95,0,0,0,0,0,0,0,"Eric William Roels (P), Christine Liebe",01/11-05/13,CK 130,No_Special_Notes,2022,Spring
C,11323,CSCI,102,D,C,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,TR,11:00am-12:15pm,60,60,0,0,0,0,0,0,0,Christine Liebe (P),01/11-05/13,MZ 022,No_Special_Notes,2022,Spring
C,11324,CSCI,102,E,C,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,TR,03:30pm-04:45pm,60,60,0,0,0,0,0,0,0,"Eric William Roels (P), Christine Liebe",01/11-05/13,MZ 022,No_Special_Notes,2022,Spring
NR,11325,CSCI,102,F,C,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,TR,03:30pm-04:45pm,60,58,2,0,0,0,0,0,0,"Shane Romero (P), Christine Liebe",01/11-05/13,MZ 026,No_Special_Notes,2022,Spring
NR,11575,CSCI,102,G,C,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,TR,02:00pm-03:15pm,60,18,42,0,0,0,0,0,0,"JoAnn Regina Hemann (P), Christine Liebe",01/11-05/13,MZ 022,No_Special_Notes,2022,Spring
C,11928,CSCI,102,OL,O,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,AAA,00:00zm-00:00zm,40,40,0,0,0,0,0,0,0,Christine Liebe (P),01/11-03/08,ONLINE,No_Special_Notes,2022,Spring
NR,10827,CSCI,250,A,C,3.0,PYTHON-BASED COMPUTING: BUILDING A SENSOR SYSTEM,MWF,03:00pm-03:50pm,72,71,1,0,0,0,0,0,0,Phillip Richardson Romig (P),01/11-05/13,MZ 022,UG_Req,2022,Spring
NR,10828,CSCI,250,B,C,3.0,PYTHON-BASED COMPUTING: BUILDING A SENSOR SYSTEM,MWF,01:00pm-01:50pm,70,63,7,0,0,0,0,0,0,Phillip Richardson Romig (P),01/11-05/13,MZ 022,UG_Req,2022,Spring
NR,10042,CSCI,261,B,C,3.0,PROGRAMMING CONCEPTS,MWF,09:00am-09:50am,60,49,11,0,0,0,0,0,0,"Amy N Hong (P), Jeffrey R Paone",01/11-05/13,MZ 022,UG_Req,2022,Spring
NR,10043,CSCI,261,C,C,3.0,PROGRAMMING CONCEPTS,MWF,10:00am-10:50am,60,58,2,0,0,0,0,0,0,Jeffrey R Paone (P),01/11-05/13,MZ 022,UG_Req,2022,Spring
NR,10044,CSCI,261,D,C,3.0,PROGRAMMING CONCEPTS,MWF,11:00am-11:50am,60,59,1,0,0,0,0,0,0,Jeffrey R Paone (P),01/11-05/13,MZ 022,UG_Req,2022,Spring
C,10788,CSCI,261,E,C,3.0,PROGRAMMING CONCEPTS,MWF,12:00pm-12:50pm,60,60,0,0,0,0,0,0,0,"Armando Eric Ocampo (P), Jeffrey R Paone",01/11-05/13,MZ 022,UG_Req,2022,Spring
NR,10045,CSCI,262,A,C,3.0,DATA STRUCTURES,MW,12:00pm-12:50pm,60,59,1,0,0,0,0,0,0,Christopher Robert Painter- Wakefield (P),01/11-05/13,MZ 126,UG_Req,2022,Spring
C,10046,CSCI,262,B,C,3.0,DATA STRUCTURES,MW,01:00pm-01:50pm,60,60,0,0,0,0,0,0,0,Christopher Robert Painter- Wakefield (P),01/11-05/13,MZ 126,UG_Req,2022,Spring
NR,11129,CSCI,262,C,C,3.0,DATA STRUCTURES,MW,02:00pm-02:50pm,60,37,23,0,0,0,0,0,0,"Joseph R Lovato (P), Christopher Robert Painter- Wakefield",01/11-05/13,BE 243,UG_Req,2022,Spring
NR,10813,CSCI,262,R01 ,C,0.0,DATA STRUCTURES,F,12:00pm-12:50pm,60,56,4,0,0,0,0,0,0,Christopher Robert Painter- Wakefield (P),01/11-05/13,MZ 026,UG_Req,2022,Spring
NR,10864,CSCI,262,R02 ,C,0.0,DATA STRUCTURES,F,01:00pm-01:50pm,60,50,10,0,0,0,0,0,0,Christopher Robert Painter- Wakefield (P),01/11-05/13,MZ 026,UG_Req,2022,Spring
NR,10865,CSCI,262,R03 ,C,0.0,DATA STRUCTURES,F,02:00pm-02:50pm,60,33,27,0,0,0,0,0,0,"Joseph R Lovato (P), Christopher Robert Painter- Wakefield",01/11-05/13,MZ 026,UG_Req,2022,Spring
NR,11130,CSCI,262,R04 ,C,0.0,DATA STRUCTURES,F,11:00am-11:50am,60,17,43,0,0,0,0,0,0,"Joseph R Lovato (P), Christopher Robert Painter- Wakefield",01/11-05/13,MZ 026,UG_Req,2022,Spring
NR,10438,CSCI,274,A,C,1.0,INTRODUCTION TO THE LINUX OPERATING SYSTEM,M,02:00pm-02:50pm,60,57,3,0,0,0,0,0,0,"Seth David Dale (P), Ameliaann Blaisy Read",01/11-05/13,CK 130,UG_Req,2022,Spring
NR,10800,CSCI,274,B,C,1.0,INTRODUCTION TO THE LINUX OPERATING SYSTEM,W,01:00pm-01:50pm,60,35,25,0,0,0,0,0,0,"Seth David Dale (P), Ameliaann Blaisy Read",01/11-05/13,MZ 026,UG_Req,2022,Spring
NR,10862,CSCI,274,C,C,1.0,INTRODUCTION TO THE LINUX OPERATING SYSTEM,F,11:00am-11:50am,60,59,1,0,0,0,0,0,0,"Seth David Dale (P), Ameliaann Blaisy Read",01/11-05/13,CT 231,UG_Req,2022,Spring
NR,12187,CSCI,290,A,C,1.0,PROGRAMMING CHALLENGES I,R,03:30pm-04:20pm,44,31,13,0,0,0,0,0,0,"Wendy Denise Fisher (P), Jeffrey R Paone",01/11-05/13,AH 130,No_Special_Notes,2022,Spring
NR,12225,CSCI,295,A,C,1.0,INDUSTRY EXPLORATION I,W,03:00pm-03:59pm,40,12,28,0,0,0,0,0,0,Wendy Denise Fisher (P),01/11-05/13,CO 212,No_Special_Notes,2022,Spring
C,10829,CSCI,303,A,C,3.0,INTRODUCTION TO DATA SCIENCE,TR,02:00pm-03:15pm,55,56,-1,0,0,0,72,71,1,"Morgan Dallas Cox (P), Wendy Denise Fisher",01/11-05/13,MZ 226,UG_Req,2022,Spring
C,11420,CSCI,303,B,C,3.0,INTRODUCTION TO DATA SCIENCE,TR,12:30pm-01:45pm,35,40,-5,0,0,0,50,50,0,Wendy Denise Fisher (P),01/11-05/13,MZ 122,UG_Req,2022,Spring
NR,11577,CSCI,303,OL,O,3.0,INTRODUCTION TO DATA SCIENCE,AAA,00:00zm-00:00zm,30,23,7,0,0,0,45,37,8,Wendy Denise Fisher (P),01/11-05/13,ONLINE,UG_Req,2022,Spring
NR,10047,CSCI,306,A,C,3.0,SOFTWARE ENGINEERING,TR,12:30pm-01:45pm,60,59,1,0,0,0,0,0,0,Mark Lewis Baldwin (P),01/11-05/13,MZ 026,UG_Req,2022,Spring
NR,10783,CSCI,306,B,C,3.0,SOFTWARE ENGINEERING,TR,02:00pm-03:15pm,60,59,1,0,0,0,0,0,0,Mark Lewis Baldwin (P),01/11-05/13,MZ 026,UG_Req,2022,Spring
NR,11929,CSCI,306,C,C,3.0,SOFTWARE ENGINEERING,TR,12:30pm-01:45pm,50,47,3,0,0,0,0,0,0,"Mark Lewis Baldwin (P), Caleb Loyal Bartel",01/11-05/13,CK 130,UG_Req,2022,Spring
NR,11578,CSCI,306,OL,O,3.0,SOFTWARE ENGINEERING,TR,05:00pm-06:15pm,40,32,8,0,0,0,0,0,0,"Mark Lewis Baldwin (P), Caleb Loyal Bartel",01/11-05/13,ONLINE,UG_Req,2022,Spring
C,10863,CSCI,341,A,C,3.0,COMPUTER ORGANIZATION,TR,11:00am-12:15pm,70,70,0,0,0,0,0,0,0,Qi Han (P),01/11-05/13,BE 108,UG_Req,2022,Spring
NR,10050,CSCI,341,B,C,3.0,COMPUTER ORGANIZATION,TR,02:00pm-03:15pm,70,69,1,0,0,0,0,0,0,"Ethan Ludlow Perry (P), Qi Han",01/11-05/13,MZ 326,UG_Req,2022,Spring
NR,10696,CSCI,358,A,C,3.0,DISCRETE MATHEMATICS,TR,09:30am-10:45am,68,67,1,0,0,0,0,0,0,Dejun Yang (P),01/11-05/13,AH 330,UG_Req,2022,Spring
NR,10784,CSCI,358,B,C,3.0,DISCRETE MATHEMATICS,TR,11:00am-12:15pm,68,67,1,0,0,0,0,0,0,Dejun Yang (P),01/11-05/13,AH 340,UG_Req,2022,Spring
NR,12223,CSCI,358,C,C,3.0,DISCRETE MATHEMATICS,TR,02:00pm-03:15pm,42,29,13,0,0,0,0,0,0,Dejun Yang (P),01/11-05/13,LB 119,UG_Req,2022,Spring
NR,10051,CSCI,400,A,C,3.0,PRINCIPLES OF PROGRAMMING LANGUAGES,TR,09:30am-10:45am,63,57,6,0,0,0,0,0,0,Neil T Dantam (P),01/11-05/13,MZ 108,UG_Req,2022,Spring
NR,11610,CSCI,400,B,C,3.0,PRINCIPLES OF PROGRAMMING LANGUAGES,TR,11:00am-12:15pm,63,60,3,0,0,0,0,0,0,Neil T Dantam (P),01/11-05/13,MZ 108,UG_Req,2022,Spring
NR,10830,CSCI,404,A,C,3.0,ARTIFICIAL,INTELLIGENCE,TR02:00pm-03:15,pm,148,145 3,0,0,0,0,0,0,Hua Wang (P),01/11-05/13,BE 241,UG_Req,2022,Spring
C,10831,CSCI,406,A,C,3.0,ALGORITHMS,MWF,12:00pm-12:50pm,86,86,0,0,0,0,0,0,0,"Jonathan Sumner Van Evans (P), Dinesh Prakash Mehta",01/11-05/13,BB W250,UG_Req,2022,Spring
NR,10153,CSCI,406,B,C,3.0,ALGORITHMS,MWF,01:00pm-01:50pm,92,90,2,0,0,0,0,0,0,"Jonathan Sumner Van Evans (P), Dinesh Prakash Mehta",01/11-05/13,CT 231,UG_Req,2022,Spring
NR,11579,CSCI,410,A,C,3.0,ELEMENTS OF COMPUTING SYSTEMS,MWF,03:00pm-03:50pm,64,62,2,0,0,0,0,0,0,Christopher Robert Painter- Wakefield (P),01/11-05/13,BB W210,No_Special_Notes,2022,Spring
NR,11917,CSCI,425,A,C,3.0,COMPILER DESIGN,MWF,11:00am-11:50am,40,30,10,0,0,0,0,0,0,Keith E Hellman (P),01/11-05/13,LB 121,No_Special_Notes,2022,Spring
C,11393,CSCI,432,A,C,3.0,ROBOT ETHICS,TR,12:30pm-01:45pm,40,41,-1,0,0,0,60,59,1,"Thomas Emrys Williams (P), Qin Zhu",01/11-05/13,MZ 235,No_Special_Notes,2022,Spring
C,10052,CSCI,442,A,C,3.0,OPERATING SYSTEMS,TR,12:30pm-01:45pm,73,73,0,0,0,0,0,0,0,Mehmet Esat Belviranli (P),01/11-05/13,MZ 126,UG_Req,2022,Spring
NR,11442,CSCI,442,B,C,3.0,OPERATING SYSTEMS,TR,02:00pm-03:15pm,70,57,13,0,0,0,0,0,0,"Dong Chen (P), Mehmet Esat Belviranli",01/11-05/13,BB W250,UG_Req,2022,Spring
NR,11702,CSCI,442,C,C,3.0,OPERATING SYSTEMS,TR,02:00pm-03:15pm,50,46,4,0,0,0,0,0,0,Mehmet Esat Belviranli (P),01/11-05/13,CK 150,UG_Req,2022,Spring
NR,11913,CSCI,446,A,C,3.0,WEB APPLICATIONS,MWF,04:00pm-04:50pm,60,49,11,0,0,0,0,0,0,Eric Lawrence Dattore (P),01/11-05/13,MZ 108,No_Special_Notes,2022,Spring
C,10701,CSCI,448,A,C,3.0,MOBILE APPLICATION DEVELOPMENT,MWF,02:00pm-02:50pm,60,60,0,0,0,0,0,0,0,Jeffrey R Paone (P),01/11-05/13,MZ 022,No_Special_Notes,2022,Spring
C,10832,CSCI,473,A,C,3.0,HUMAN-CENTERED ROBOTICS,MW,07:30am-08:45am,44,48,-4,0,0,0,64,66,-2,Hao Zhang (P),01/11-05/13,CO 219,UG_Req,2022,Spring
NR,10660,CSCI,474,A,C,3.0,INTRODUCTION TO CRYPTOGRAPHY,TR,09:30am-10:45am,60,49,11,0,0,0,80,64,16,"Weiping Pei (P), Chuan Yue",01/11-05/13,BB W280,No_Special_Notes,2022,Spring
NR,12173,CSCI,474,B,C,3.0,INTRODUCTION TO CRYPTOGRAPHY,TR,12:30pm-01:45pm,22,19,3,0,0,0,40,32,8,"Weiping Pei (P), Chuan Yue",01/11-05/13,BE 106,No_Special_Notes,2022,Spring
C,10903,CSCI,477,A,C,3.0,ELEMENTS OF GAMES AND GAME DEVELOPMENT,MWF,09:00am-09:50am,60,60,0,0,0,0,0,0,0,Kathleen Marie Kelly (P),01/11-05/13,MZ 026,No_Special_Notes,2022,Spring
C,11914,CSCI,477,B,C,3.0,ELEMENTS OF GAMES AND GAME DEVELOPMENT,MW,11:00am-12:15pm,34,33,1,0,0,0,60,60,0,Kathleen Marie Kelly (P),01/11-05/13,MZ 026,No_Special_Notes,2022,Spring
C,81163,CSCI,370,A,C,5.0,ADVANCED SOFTWARE ENGINEERING,TR,09:30am-12:15pm,0,0,0,0,0,0,0,0,0,"Kathleen Marie Kelly (P), Ruth Iris Bahar, Donna Marie Bodeau, Lorenzo Joseph Gallegos, Jonathan David Lindemann- Michael, Christopher Robert Painter- Wakefield, Chloe Ross, Bo Wu",01/10-05/12,GC PET,UG_Req,2022,Spring
NR,10222,CSCI,101,A,C,3.0,INTRODUCTION TO COMPUTER SCIENCE,MWF,01:00pm-01:50pm,90,88,2,0,0,0,0,0,0,"Grace Katherine Jung (P), Robert Haven Thompson",01/10-05/12,GC MET,UG_Req,2023,Spring
NR,10765,CSCI,101,B,C,3.0,INTRODUCTION TO COMPUTER SCIENCE,MWF,02:00pm-02:50pm,83,82,1,0,0,0,0,0,0,Robert Haven Thompson (P),01/10-05/12,MZ 126,UG_Req,2023,Spring
NR,10766,CSCI,101,C,C,3.0,INTRODUCTION TO COMPUTER SCIENCE,MWF,03:00pm-03:50pm,83,82,1,0,0,0,0,0,0,"Victoria Laine Messmore (P), Robert Haven Thompson",01/10-05/12,MZ 126,UG_Req,2023,Spring
NR,11223,CSCI,101,D,C,3.0,INTRODUCTION TO COMPUTER SCIENCE,MWF,04:00pm-04:50pm,60,54,6,0,0,0,0,0,0,"Megan Kinsley Shapiro (P), Robert Haven Thompson",01/10-05/12,MZ 235,UG_Req,2023,Spring
NR,10250,CSCI,101,E,C,3.0,INTRODUCTION TO COMPUTER SCIENCE,MWF,01:00pm-01:50pm,72,66,6,0,0,0,0,0,0,Robert Haven Thompson (P),01/10-05/12,MZ 226,UG_Req,2023,Spring
NR,11221,CSCI,101,F,C,3.0,INTRODUCTION TO COMPUTER SCIENCE,MWF,02:00pm-02:50pm,73,72,1,0,0,0,0,0,0,"Megan Kinsley Shapiro (P), Robert Haven Thompson",01/10-05/12,GC MET,UG_Req,2023,Spring
NR,11222,CSCI,101,G,C,3.0,INTRODUCTION TO COMPUTER SCIENCE,MWF,03:00pm-03:50pm,73,72,1,0,0,0,0,0,0,"Megan Kinsley Shapiro (P), Robert Haven Thompson",01/10-05/12,GC MET,UG_Req,2023,Spring
NR,11779,CSCI,101,I,C,3.0,INTRODUCTION TO COMPUTER SCIENCE,MWF,02:00pm-02:50pm,60,58,2,0,0,0,0,0,0,"Grace Katherine Jung (P), Robert Haven Thompson",01/10-05/12,MZ 235,UG_Req,2023,Spring
C,11045,CSCI,102,A,C,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,TR,09:30am-10:45am,60,60,0,0,0,0,0,0,0,"Mark Lewis Baldwin (P), Christine Liebe",01/10-05/12,BB W210,No_Special_Notes,2023,Spring
NR,11047,CSCI,102,B,C,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,TR,11:00am-12:15pm,85,81,4,0,0,0,0,0,0,Christine Liebe (P),01/10-05/12,CK 130,No_Special_Notes,2023,Spring
NR,11394,CSCI,102,C,C,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,TR,02:00pm-03:15pm,60,58,2,0,0,0,0,0,0,"Cole Andrew Callihan (P), Christine Liebe",01/10-05/12,MZ 022,No_Special_Notes,2023,Spring
NR,11227,CSCI,102,D,C,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,TR,03:30pm-04:45pm,60,53,7,0,0,0,0,0,0,"Matthew James Rottinghaus (P), Christine Liebe",01/10-05/12,MZ 026,No_Special_Notes,2023,Spring
NR,11046,CSCI,102,E,C,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,TR,09:30am-10:45am,60,43,17,0,0,0,0,0,0,"Katherine Anna Aubert (P), Christine Liebe",01/10-05/12,CK 130,No_Special_Notes,2023,Spring
C,11225,CSCI,102,F,C,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,TR,11:00am-12:15pm,60,60,0,0,0,0,0,0,0,"Eric William Roels (P), Christine Liebe",01/10-05/12,MZ 022,No_Special_Notes,2023,Spring
NR,12011,CSCI,102,G,C,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,TR,02:00pm-03:15pm,75,74,1,0,0,0,0,0,0,"Colter Henry Snyder (P), Christine Liebe",01/10-05/12,MZ 126,No_Special_Notes,2023,Spring
NR,11226,CSCI,102,H,C,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,TR,03:30pm-04:45pm,60,49,11,0,0,0,0,0,0,"John James Honan (P), Christine Liebe",01/10-05/12,MZ 022,No_Special_Notes,2023,Spring
C,11544,CSCI,102,OL,O,1.0,INTRODUCTION TO COMPUTER SCIENCE - LAB,AAA,00:00zm-00:00zm,40,40,0,0,0,0,0,0,0,Christine Liebe (P),01/10-03/07,ONLINE,No_Special_Notes,2023,Spring
C,11985,CSCI,200,A,C,3.0,FOUNDATIONAL PROGRAMMING CONCEPTS & DESIGN,MWF,08:00am-08:50am,60,60,0,0,0,0,0,0,0,"Carter Jameison Fowler (P), Jeffrey R Paone",01/10-05/12,MZ 022,No_Special_Notes,2023,Spring
C,11981,CSCI,200,B,C,3.0,FOUNDATIONAL PROGRAMMING CONCEPTS & DESIGN,MWF,09:00am-09:50am,60,60,0,0,0,0,0,0,0,"Clark Scholten (P), Jeffrey R Paone",01/10-05/12,MZ 022,No_Special_Notes,2023,Spring
C,11982,CSCI,200,C,C,3.0,FOUNDATIONAL PROGRAMMING CONCEPTS & DESIGN,MWF,10:00am-10:50am,60,60,0,0,0,0,0,0,0,Jeffrey R Paone (P),01/10-05/12,MZ 022,No_Special_Notes,2023,Spring
C,11983,CSCI,200,D,C,3.0,FOUNDATIONAL PROGRAMMING CONCEPTS & DESIGN,MWF,11:00am-11:50am,60,61,-1,0,0,0,0,0,0,Jeffrey R Paone (P),01/10-05/12,MZ 022,No_Special_Notes,2023,Spring
C,11984,CSCI,200,E,C,3.0,FOUNDATIONAL PROGRAMMING CONCEPTS & DESIGN,MWF,12:00pm-12:50pm,60,60,0,0,0,0,0,0,0,"Clark Scholten (P), Jeffrey R Paone",01/10-05/12,MZ 022,No_Special_Notes,2023,Spring
NR,11986,CSCI,220,A,C,3.0,DATA STRUCTURES AND ALGORITHMS,MWF,11:00am-11:50am,110,101,9,0,0,0,0,0,0,"Christopher Robert Painter- Wakefield (P), Keith E Hellman",01/10-05/12,GC PET,No_Special_Notes,2023,Spring
NR,11987,CSCI,220,B,C,3.0,DATA STRUCTURES AND ALGORITHMS,MWF,02:00pm-02:50pm,100,78,22,0,0,0,0,0,0,"Christopher Robert Painter- Wakefield (P), Preston Montgomery Walraven",01/10-05/12,GC PET,No_Special_Notes,2023,Spring
NR,10778,CSCI,250,A,C,3.0,PYTHON-BASED COMPUTING: BUILDING A SENSOR SYSTEM,MWF,02:00pm-02:50pm,60,56,4,0,0,0,0,0,0,Phillip Richardson Romig (P),01/10-05/12,MZ 022,UG_Req,2023,Spring
NR,10777,CSCI,250,B,C,3.0,PYTHON-BASED COMPUTING: BUILDING A SENSOR SYSTEM,MWF,03:00pm-03:50pm,60,48,12,0,0,0,0,0,0,Phillip Richardson Romig (P),01/10-05/12,MZ 022,UG_Req,2023,Spring
NR,10754,CSCI,274,A,C,1.0,INTRODUCTION TO THE LINUX OPERATING SYSTEM,M,03:00pm-03:50pm,60,59,1,0,0,0,0,0,0,Tolga Can (P),01/10-05/12,MZ 026,UG_Req,2023,Spring
NR,10416,CSCI,274,B,C,1.0,INTRODUCTION TO THE LINUX OPERATING SYSTEM,W,04:00pm-04:50pm,60,42,18,0,0,0,0,0,0,"Steven Marcel Ardern (P), Tolga Can",01/10-05/12,MZ 022,UG_Req,2023,Spring
NR,10806,CSCI,274,C,C,1.0,INTRODUCTION TO THE LINUX OPERATING SYSTEM,F,02:00pm-02:50pm,60,47,13,0,0,0,0,0,0,"Justin M Bale (P), Tolga Can",01/10-05/12,MZ 026,UG_Req,2023,Spring
NR,11783,CSCI,295,A,C,1.0,INDUSTRY EXPLORATION I,W,03:00pm-03:50pm,30,17,13,0,0,0,0,0,0,Wendy Denise Fisher (P),01/10-05/12,MC 213,No_Special_Notes,2023,Spring
NR,10779,CSCI,303,A,C,3.0,INTRODUCTION TO DATA SCIENCE,TR,08:00am-09:15am,60,33,27,0,0,0,75,42,33,"Morgan Dallas Cox (P), Wendy Denise Fisher",01/10-05/12,GC PET,UG_Req,2023,Spring
NR,11302,CSCI,303,B,C,3.0,INTRODUCTION TO DATA SCIENCE,TR,09:30am-10:45am,65,63,2,0,0,0,80,74,6,Wendy Denise Fisher (P),01/10-05/12,GC PET,UG_Req,2023,Spring
NR,11988,CSCI,303,OL,O,3.0,INTRODUCTION TO DATA SCIENCE,AAA,00:00zm-00:00zm,46,42,4,0,0,0,70,64,6,Wendy Denise Fisher (P),01/10-03/07,ONLINE ,UG_Req,2023,Spring
NR,11545,CSCI,306,A,C,3.0,SOFTWARE ENGINEERING,TR,09:30am-10:45am,55,28,27,0,0,0,0,0,0,"Zibo Wang (P), Mark Lewis Baldwin",01/10-05/12,MZ 022,UG_Req,2023,Spring
NR,10041,CSCI,306,B,C,3.0,SOFTWARE ENGINEERING,TR,12:30pm-01:45pm,60,59,1,0,0,0,0,0,0,Mark Lewis Baldwin (P),01/10-05/12,MZ 026,UG_Req,2023,Spring
NR,10738,CSCI,306,C,C,3.0,SOFTWARE ENGINEERING,TR,02:00pm-03:15pm,55,51,4,0,0,0,0,0,0,Mark Lewis Baldwin (P),01/10-05/12,MZ 026,UG_Req,2023,Spring
NR,11989,CSCI,306,OL,O,3.0,SOFTWARE ENGINEERING,TR,03:30pm-04:45pm,30,8,22,0,0,0,0,0,0,"Caleb Loyal Bartel (P), Mark Lewis Baldwin",01/10-05/12,ONLINE,UG_Req,2023,Spring
NR,10807,CSCI,341,A,C,3.0,COMPUTER ORGANIZATION,TR,11:00am-12:15pm,115,113,2,0,0,0,0,0,0,Qi Han (P),01/10-05/12,GC PET,UG_Req,2023,Spring
NR,10044,CSCI,341,B,C,3.0,COMPUTER ORGANIZATION,TR,02:00pm-03:15pm,50,42,8,0,0,0,0,0,0,"Jonathan Sumner Van Evans (P), Qi Han",01/10-05/12,MZ 326,UG_Req,2023,Spring
NR,10658,CSCI,358,A,C,3.0,DISCRETE MATHEMATICS,TR,09:30am-10:45am,120,111,9,0,0,0,0,0,0,Dejun Yang (P),01/10-05/12,BE 241,UG_Req,2023,Spring
C,11781,CSCI,358,B,C,3.0,DISCRETE MATHEMATICS,MWF,10:00am-10:50am,72,79,-7,0,0,0,0,0,0,"Terry Joe Bridgman (P), Dejun Yang",01/10-05/12,GC MET,UG_Req,2023,Spring
NR,11412,CSCI,400,A,C,3.0,PRINCIPLES OF PROGRAMMING LANGUAGES,TR,11:00am-12:15pm,150,118,32,0,0,0,0,0,0,Neil T Dantam (P),01/10-05/12,GC MET,UG_Req,2023,Spring
NR,10669,CSCI,403,A,C,3.0,DATA BASE MANAGEMENT,MWF,10:00am-10:50am,70,65,5,0,0,0,0,0,0,Ameliaann Blaisy Read (P),01/10-05/12,BB W250,UG_Req,2023,Spring
NR,11050,CSCI,403,B,C,3.0,DATA BASE MANAGEMENT,MWF,11:00am-11:50am,70,64,6,0,0,0,0,0,0,Ameliaann Blaisy Read (P),01/10-05/12,BB W250,UG_Req,2023,Spring
NR,12301,CSCI,403,C,C,3.0,DATA BASE MANAGEMENT,MWF,01:00pm-01:50pm,50,34,16,0,0,0,0,0,0,Ameliaann Blaisy Read (P),01/10-05/12,HH 204,UG_Req,2023,Spring
NR,10780,CSCI,404,A,C,3.0,ARTIFICIAL,INTELLIGENCE,TR12:30pm-01:45,pm,170,169 1,0,0,0,0,0,0,Hua Wang (P),01/10-05/12,GC MET,UG_Req,2023,Spring
C,10781,CSCI,406,A,C,3.0,ALGORITHMS,MWF,12:00pm-12:50pm,170,170,0,0,0,0,0,0,0,Dinesh Prakash Mehta (P),01/10-05/12,GC MET,UG_Req,2023,Spring
C,11395,CSCI,410,A,C,3.0,ELEMENTS OF COMPUTING SYSTEMS,TR,03:30pm-04:45pm,6,6,0,0,0,0,0,0,0,Christopher Robert Painter- Wakefield (P),01/10-05/12,BB 206,No_Special_Notes,2023,Spring
NR,11539,CSCI,425,A,C,3.0,COMPILER DESIGN,MWF,09:00am-09:50am,40,26,14,0,0,0,0,0,0,Keith E Hellman (P),01/10-05/12,LB 121,No_Special_Notes,2023,Spring
NR,11280,CSCI,432,A,C,3.0,ROBOT ETHICS,TR,02:00pm-03:15pm,42,33,9,0,0,0,56,46,10,Thomas Emrys Williams (P),01/10-05/12,MZ 235,No_Special_Notes,2023,Spring
C,11464,CSCI,442,A,C,3.0,OPERATING SYSTEMS,TR,11:00am-12:15pm,63,63,0,0,0,0,0,0,0,"Zibo Wang (P), Mehmet Esat Belviranli",01/10-05/12,MZ 108,UG_Req,2023,Spring
NR,10046,CSCI,442,B,C,3.0,OPERATING SYSTEMS,TR,12:30pm-01:45pm,77,76,1,0,0,0,0,0,0,Mehmet Esat Belviranli (P),01/10-05/12,MZ 126,UG_Req,2023,Spring
NR,11318,CSCI,442,C,C,3.0,OPERATING SYSTEMS,TR,02:00pm-03:15pm,75,62,13,0,0,0,0,0,0,"Zibo Wang (P), Mehmet Esat Belviranli",01/10-05/12,BB W250,UG_Req,2023,Spring
NR,11990,CSCI,444,A,C,3.0,ADVANCED,COMPUTER GRAPHICS,MWF12:00pm-12:50,pm,20,12,8,0,0,0,60,31,29 Tolga Can (P) ,01/10-05/12,MZ 026,No_Special_Notes,2023,Spring
