Semester Admitted,Department,Major,id,Taken,Class,Type,Taken_Semester,Taken_Year,Admitted_Semester,Admitted_Year,Taken_Num,Admitted_Num,Specialty
Fall 2019,Mechanical Engineering,Mechanical Engineering,914,Fall 2019,CSCI128,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Fall 2019,Engineering Design & Society,Engineering General,917,Fall 2019,CSCI128,Pass,Fall,2019,Fall,2019,8079,8079,Individualized 
Fall 2019,Interdisciplinary Program,Geophysical Engineering,919,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,923,Fall 2019,CSCI128,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,930,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,932,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,933,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,934,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,938,Fall 2019,CSCI128,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Spring 2019,Mechanical Engineering,Mechanical Engineering,948,Fall 2019,CSCI128,Pass,Fall,2019,Spring,2019,8079,8076,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,949,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,951,Fall 2019,CSCI128,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,952,Fall 2019,CSCI128,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,957,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,960,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,961,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,963,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,964,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,965,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Geo & Geological Engineering,Geological Engineering,969,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,GTch
Fall 2019,Mechanical Engineering,Mechanical Engineering,970,Spring 2022,CSCI128,Pass,Spring,2022,Fall,2019,8088,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,971,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,973,Fall 2019,CSCI128,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Fall 2019,Mining,Mining Engineering,976,Fall 2019,CSCI128,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,979,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,980,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,Biomechanics
Fall 2019,Mechanical Engineering,Mechanical Engineering,986,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Environmental Engineering,989,Fall 2019,CSCI128,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,991,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,992,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Geophysics,Geophysical Engineering,993,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,995,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,999,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1000,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1004,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Interdisciplinary Program,Quantitative Biosci & Eng,1006,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1007,Fall 2019,CSCI128,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1009,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1010,Fall 2019,CSCI128,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1018,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1019,Fall 2019,CSCI128,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,1024,Spring 2022,CSCI128,Pass,Spring,2022,Fall,2019,8088,8079,N/A
Fall 2020,Geophysics,Geophysics,1025,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2019,Geophysics,Geophysical Engineering,1026,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1032,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Geophysics,Geophysical Engineering,1034,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1043,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1047,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1051,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1053,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Physics,Engineering Physics,1060,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Metallurgical & Materials Eng,Metallurgical & Materials Eng,1064,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1069,Fall 2019,CSCI128,Pass,Fall,2019,Fall,2019,8079,8079,N/A
Fall 2019,Interdisciplinary Program,Quantitative Biosci & Eng,1075,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,1079,Spring 2020,CSCI128,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1081,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1082,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1084,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1085,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1086,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,Aerospace
Fall 2020,Physics,Engineering Physics,1087,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Physics,Engineering Physics,1088,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1089,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2021,Mechanical Engineering,Mechanical Engineering,1090,Fall 2022,CSCI128,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1091,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,Automotive
Fall 2020,Mechanical Engineering,Mechanical Engineering,1094,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,Manufacturing
Fall 2020,Mechanical Engineering,Mechanical Engineering,1095,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2021,Mechanical Engineering,Mechanical Engineering,1096,Spring 2022,CSCI128,Pass,Spring,2022,Fall,2021,8088,8087,Aerospace
Fall 2020,Physics,Engineering Physics,1097,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1098,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Civil & Environmental Enginrng,Environmental Engineering,1099,Spring 2022,CSCI128,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1100,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Physics,Nuclear Engineering,1101,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1102,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1103,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,Automotive
Fall 2020,Civil & Environmental Enginrng,Civil Engineering,1104,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Metallurgical & Materials Eng,Metallurgical & Materials Eng,1105,Summer 2022,CSCI128,Pass,Summer,2022,Fall,2020,8089,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1106,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,Aerospace
Fall 2020,Metallurgical & Materials Eng,Metallurgical & Materials Eng,1108,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1109,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Spring 2020,Civil & Environmental Enginrng,Civil Engineering,1110,Spring 2022,CSCI128,Pass,Spring,2022,Spring,2020,8088,8080,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1111,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1112,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Metallurgical & Materials Eng,Metallurgical & Materials Eng,1113,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1114,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1115,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1116,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1117,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,Automotive
Fall 2020,Mechanical Engineering,Mechanical Engineering,1118,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1120,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1123,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,Automotive
Fall 2020,Physics,Engineering Physics,1125,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Civil & Environmental Enginrng,Civil Engineering,1127,Fall 2022,CSCI128,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Interdisciplinary Program,Quantitative Biosci & Eng,1128,Fall 2022,CSCI128,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1129,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1131,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1133,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1134,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1135,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,Manufacturing
Fall 2020,Physics,Engineering Physics,1136,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1137,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1138,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,Aerospace
Fall 2020,Mechanical Engineering,Mechanical Engineering,1140,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1141,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Civil & Environmental Enginrng,Civil Engineering,1142,Spring 2022,CSCI128,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Civil & Environmental Enginrng,Civil Engineering,1144,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Civil & Environmental Enginrng,Civil Engineering,1145,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Physics,Engineering Physics,1146,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Mechanical Engineering,Nuclear Engineering,1147,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1148,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1149,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1150,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1152,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1154,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Physics,Engineering Physics,1155,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1156,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1157,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,Automotive
Fall 2020,Mechanical Engineering,Mechanical Engineering,1158,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1159,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1160,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1162,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1163,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Physics,Engineering Physics,1164,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Interdisciplinary Program,Quantitative Biosci & Eng,1165,Spring 2022,CSCI128,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1166,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1167,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1170,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,Nuclear Energy
Fall 2020,Mechanical Engineering,Mechanical Engineering,1171,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1172,Spring 2022,CSCI128,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Physics,Engineering Physics,1173,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1174,Spring 2022,CSCI128,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1175,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1176,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1177,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1178,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1180,Spring 2022,CSCI128,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1181,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1182,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1183,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,Biomechanics
Fall 2020,Mechanical Engineering,Mechanical Engineering,1184,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1185,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1187,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1189,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,Aerospace
Fall 2020,Mechanical Engineering,Mechanical Engineering,1191,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,Aerospace
Fall 2020,Mechanical Engineering,Mechanical Engineering,1192,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1193,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1195,Spring 2022,CSCI128,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1196,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,Energy
Fall 2020,Mechanical Engineering,Mechanical Engineering,1197,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Civil & Environmental Enginrng,Environmental Engineering,1199,Spring 2022,CSCI128,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Physics,Engineering Physics,1200,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1201,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Chemical & Biological Engineer,Chemical Engineering,1203,Spring 2023,CSCI128,Pass,Spring,2023,Fall,2020,8092,8083,Biological Enginrng 
Fall 2020,Mechanical Engineering,Mechanical Engineering,1205,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1207,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1208,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Physics,Engineering Physics,1209,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Petroleum,Petroleum Engineering,1211,Spring 2022,CSCI128,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1212,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1213,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1215,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1216,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Metallurgical & Materials Eng,Metallurgical & Materials Eng,1218,Spring 2022,CSCI128,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1219,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1220,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1221,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1222,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,Aerospace
Fall 2020,Mechanical Engineering,Mechanical Engineering,1223,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1224,Fall 2021,CSCI128,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Economics and Business,Business Eng & Mngmt Sci,1225,Fall 2020,CSCI128,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1226,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,Automotive
Fall 2020,Mechanical Engineering,Mechanical Engineering,1227,Summer 2021,CSCI128,Pass,Summer,2021,Fall,2020,8085,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1228,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,Aerospace
Fall 2020,Mechanical Engineering,Mechanical Engineering,1229,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,1233,Spring 2021,CSCI128,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Economics and Business,Business Eng & Mngmt Sci,1235,Spring 2022,CSCI128,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Civil & Environmental Enginrng,Environmental Engineering,1237,Spring 2022,CSCI128,Pass,Spring,2022,Fall,2020,8088,8083,N/A
